sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brand,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,filter_includes,filter_line,filter_media_type,filter_type,gallery,gift_message_available,has_options,horsepower,image,image_label,ladder_type,liner_print,liner_thickness,liner_type,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,number_of_sections,options_container,page_layout,pipe_size,pool_model,pool_size,pool_wall_height,price,required_options,short_description,size,sku2,sku3,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,warranty,weight,weight_limit,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/b/r/bronze-equipment-pack_3.jpg,"12'x23'x54"" Mediterranean Pool Equipment Package",9,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-rail-7dd_4.jpg,"12'x23'x54"" Mediterranean Oval Pool Upright Post",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/l/i/liberty-pool-liner7d_3.jpg,"12'x23'x54"" Liberty Pool Liner",8,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-top-cap-ledge_1_3.jpg,"12'x23'x54"" Mediterranean Oval Pool Top Cap With Top Rail",3,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-ledge-7_2_3.jpg,"12'x23'x54"" Mediterranean Oval Pool Top Cap With Top Rail",4,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-ltu-cart_1_3.jpg,"12'x23'x54"" Mediterranean Oval Above Ground Pool Package",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-brochure-7_4.jpg,"12'x23'x54"" Mediterranean Pool Brochure",6,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-upright-post-7_4.jpg,"12'x23'x54"" Mediterranean Oval Pool Upright Post",5,0,,,,,,,,,,,,
AG-PP-3329-O152654LTUWC15271ECW,,Swimming Pool Package,simple,Swimming Pools/Above Ground Pool Packages,swimming-pool,base,,,,United States,2015-08-11 16:08:02,,,,,"<div id=""tab-med1"" class=""tab-box"" style=""opacity: 1; display: block;"">
<p><strong>Mediterranean</strong> - One of three resin saltwater friendly pools we offer. A great choice for those looking for a high end long lasting feature packed swimming pool. This resin hybrid is a step up from the ""all steel"" pool models. This is due to the fact Mediterranean employs many resin components in its construction. Resin is a high grade plastic material that lasts a long time and weathers very nicely. Because resin does not rust or corrode like metal, making non structural components from resin ensures a long part life. The solid resin components in this model are the injection molded 7"" top ledges, frame rails, base plates and top plates. The stainless steel service panel wall ensures the skimmer and return jet opening will never corrode. This portion of the pool wall is the most common failing point for all hardwall above ground pools.</p>
<p><strong>Resin Components</strong> - The top ledges are the most likely swimming pool component to see damage like rust, dents, paint fade and warping from use and weather. Top rails are often the first item in need of replacing and making them out of resin ensures they will look good and perform well for decades. This also goes for the resin frame rails and frame base plates. These components rest directly on the ground and are subject to moisture and corrosion. Resin parts here just make good practical sense.</p>
<p><strong>Saltwater Pools</strong> - Mediterranean is a great pool for the person thinking long term. An additional plus is the fact Mediterranean is warrantied for use with salt systems but can be used with chlorine or other water sanitizers. Today salt water systems for above ground pools are more popular than ever and it takes a hearty pool to stand up to the demands salt pools put on materials. Resin components and stainless steel wall panels ensure Mediterranean stands the test of time. We love this model and feel it's easy to assemble and has great styling. This pool is a customer favorite and we get a lot of great feedback on this model.</p>
<p><strong><span style=""font-family: helvetica;"">Mediterranean Pool Assembly Specifications</span></strong></p>
<ul>
<li>Manufactured by Wilbar International - New York, USA</li>
<li>54"" high steel wall with Resin Shield coating for damage and corrosion resistance.</li>
<li>Strong 7"" wide injection molded resin top ledges and SynproTM resin ledge covers.</li>
<li>Solid resin frame rails, resin base plates and resin top plates.</li>
<li>Stainless Steel service panel wall for maximum corrosion resistance.</li>
<li>Durable 5"" upright posts and resin foot collars for style and strength.</li>
<li>Beautiful Pearl wall color goes with practically any decor.</li>
<li>60-Year Manufacturer's Saltwater warranty</li>
<li>Approximate space required for installation - 19'x28' Area</li>
<li>Approximate water capacity - 9,000 gallons</li>
</ul>
<p><strong><span style=""font-family: helvetica;""><span style=""font-family: helvetica;"">Mediterranean</span></span><span style=""font-family: helvetica;"">&nbsp;Deluxe Swimming Pool Package Includes:<br /></span></strong></p>
<ul>
<li>15'x26'x54"" Wilbar&nbsp;<span style=""font-family: helvetica;"">Mediterranean</span> Pool Assembly</li>
<li>15'x26'x54"" Swimline Liberty 25ga Unibead Pool Liner</li>
<li>Waterway 150 sq.ft. Cartridge Filter System</li>
<li>Waterway 1.5hp High Efficiency Pump - 120v</li>
<li>Widemouth Thru-Wall Skimmer And Return Fitting</li>
<li>Confer 7100X A-Frame Folding Locking Safety Ladder</li>
<li>Deluxe 8 Piece Pool Maintenance Kit</li>
<li>15,000 Gallon Start-Up Chemical Kit</li>
<li>15'x26' Winter Pool Cover</li>
<li>Free Residential Liftgate Delivery</li>
</ul>
<p><strong>Oval Pool Considerations</strong> - All oval pools use some sort of buttress or side support system to keep the straight sides up and straight. There are two basic buttress designs, traditional buttress and buttress free or yard saver. Mediterranean uses the buttress free side support system. Buttress free designs takes up the least amount of yard space enabling this type of oval pool to fit into smaller areas. This is achieved with braces or support beams that only stick out about one and a half feet per side. Buttress free ovals do not have the large angle braces traditional buttress pools use, making them much sleeker and streamline in appearance.p>
<p><strong>Pool Installation Resources</strong> - To help guide you through the pool building process, each pool comes with a paper installation manual as well as an&nbsp;installation DVD. The installation manuals and exploded parts diagrams for each pool model are available for viewing or downloading here on the website. In addition, we share our knowledge, experience and advice with all of our customers by offering unlimited technical assistance and support throughout your pool installation process. With nearly 30 years experience building and selling above ground pools we have the best answers to your questions. Simply call our tech support line for real human assistance.</p>
<p><strong>Swimming Pool Installation Tips</strong> - When installing a pool in your backyard, it's a good idea to add some sort of liner protection to prevent possible damage from sharp objects, critters and even vegetation. Products like Armor Shield are excellent in preventing sharp rocks, moles or insects from poking holes in your new liner. This incredibly strong geo-textile material is non-biodegradable and ensures years of swimming pool liner protection. Aside from it's ability to stop damage caused by critters, it's breathable material allows moisture and condensation to escape, preventing premature pool wall corrosion. Armor Shield also extends the factory warranty on your new pool liner. When installing a round pool on concrete of other hard surface, always use Armor Shield pool floor protection and always use the preformed pool base cove. Do not use sand or earth under the liner if installing your pool on hard surfaces like concrete, as rains will wash it away leaving the pool liner to make contact with the pool framework risking possible puncture.</p>
<p><strong>Shipping And Delivery Of Above Ground Pools</strong> - Once ordered, above ground pools typically leave our warehouse same or next business day. Because of their size and weight, above ground pools are delivered by freight carrier and not UPS. The freight carrier will deliver your pool to the given delivery address within 5 to 7 business days. Prior to delivery, the freight carrier will call you to scheduled an appointment for the delivery of your new pool. An adult must be at the delivery address at the time of drop off to receive and sign for the shipment.<br /><br /><strong>Building Code Requirements</strong> - It's good practice to check with your local building department for their requirements in regards to above ground pool installations. Permits, proper fencing, property easements, overhead and under ground utilities even septic systems may need to be addressed to ensure a safe legal location for your new pool. In addition, a call to the utility company is of great help, as they will mark out the underground utility lines ensuring cable or telephone lines are not cut during pool installation.</p>
<p><strong>Swimming Pool Safety</strong> - Your above ground pool has been designed to provide you with years of safe, family fun. This entails that water safety must always be taken into account. When used incorrectly, your above ground swimming pool can be dangerous; above ground pools are shallow, and this makes diving and jumping unsafe. To ensure your above ground pool is used safely you must observe the safety precautions that are provided to you when you purchase an above ground pool and conform to all local regulations.</p>

",,,,Cartridge Filter,,,0,,/m/e/mediterranean-pool-ltu-cart_1_3_1.jpg,"15'x26'x54"" Mediterranean Oval Above Ground Pool Package",,Liberty 25ga.,,Unibead,,15'x26' Oval Wilbar Mediterranean above ground pool package. This 15x26 above ground swimming pool kit is designed for decades of backyard fun for the entire family. Kit included everything need to swim & maintain your new pool. Great DYI pool kit. ,"above ground pools, 15'x26' oval above ground pool, 15x26x54, wilbar above ground pools, oval above ground pool kit, dyi pool kit, complete pool package, swimming pools","15'x26'x54"" Mediterranean Oval Above Ground Pool Package",,,Use config,Use config,"15'x26'x54"" Mediterranean Oval Pool Package",,,,Block after Info Column,,,Mediterranean,15' x 26' Oval,"54"" Wall",3900.0000,0,"<div id=""what-included"">
<p><strong>What's Included:</strong></p>
<ul>
<li><strong>Complete 15'x26'x54"" Wilbar Mediterranean Pool Assembly</strong></li>
<li><strong>Liberty 25ga. Heavy Duty Unibead Pool Liner </strong></li>
<li><strong>Pump - Filter - Ladder - Chemicals - Cover - Maintenance Kit</strong></li>
<li><strong>Installation Manual - Installation Video - Live Support<br /></strong></li>
<li><strong>FREE SHIPPING</strong></li>
<li><span style=""color: #ff6600;""><strong>See Complete Package Details Below</strong></span></li>
</ul>
</div>",,,,/m/e/mediterranean-pool-ltu-cart_1_3_1.jpg,"15'x26'x54"" Mediterranean Oval Above Ground Pool Package",,,,1,2,/m/e/mediterranean-pool-ltu-cart_1_3_1.jpg,"15'x26'x54"" Mediterranean Oval Above Ground Pool Package",2015-10-17 11:59:22,15-x26-x54-mediterranean-oval-pool-package-lt-cart,15-x26-x54-mediterranean-oval-pool-package-lt-cart.html,4,60 Year,1.0000,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,0,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-spec-sheet-7_3_1.jpg,"15'x26'x54"" Mediterranean Pool Spec Sheet",7,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/b/r/bronze-equipment-pack_3_1.jpg,"15'x26'x54"" Mediterranean Pool Equipment Package",9,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-rail-7dd_4_1.jpg,"15'x26'x54"" Mediterranean Oval Pool Upright Post",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/l/i/liberty-pool-liner7d_3_1.jpg,"15'x26'x54"" Liberty Pool Liner",8,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-top-cap-ledge_1_3_1.jpg,"15'x26'x54"" Mediterranean Oval Pool Top Cap With Top Rail",3,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-ledge-7_2_3_1.jpg,"15'x26'x54"" Mediterranean Oval Pool Top Cap With Top Rail",4,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-ltu-cart_1_3_1.jpg,"15'x26'x54"" Mediterranean Oval Above Ground Pool Package",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-brochure-7_4_1.jpg,"15'x26'x54"" Mediterranean Pool Brochure",6,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-upright-post-7_4_2.jpg,"15'x26'x54"" Mediterranean Oval Pool Upright Post",5,0,,,,,,,,,,,,
AG-PP-2340-O153054LTUWC15271ECW,,Swimming Pool Package,simple,Swimming Pools/Above Ground Pool Packages,swimming-pool,base,,,,United States,2015-11-08 17:17:00,,,,,"<div id=""tab-med1"" class=""tab-box"" style=""opacity: 1; display: block;"">
<p><strong>Mediterranean</strong> - One of three resin saltwater friendly pools we offer. A great choice for those looking for a high end long lasting feature packed swimming pool. This resin hybrid is a step up from the ""all steel"" pool models. This is due to the fact Mediterranean employs many resin components in its construction. Resin is a high grade plastic material that lasts a long time and weathers very nicely. Because resin does not rust or corrode like metal, making non structural components from resin ensures a long part life. The solid resin components in this model are the injection molded 7"" top ledges, frame rails, base plates and top plates. The stainless steel service panel wall ensures the skimmer and return jet opening will never corrode. This portion of the pool wall is the most common failing point for all hardwall above ground pools.</p>
<p><strong>Resin Components</strong> - The top ledges are the most likely swimming pool component to see damage like rust, dents, paint fade and warping from use and weather. Top rails are often the first item in need of replacing and making them out of resin ensures they will look good and perform well for decades. This also goes for the resin frame rails and frame base plates. These components rest directly on the ground and are subject to moisture and corrosion. Resin parts here just make good practical sense.</p>
<p><strong>Saltwater Pools</strong> - Mediterranean is a great pool for the person thinking long term. An additional plus is the fact Mediterranean is warrantied for use with salt systems but can be used with chlorine or other water sanitizers. Today salt water systems for above ground pools are more popular than ever and it takes a hearty pool to stand up to the demands salt pools put on materials. Resin components and stainless steel wall panels ensure Mediterranean stands the test of time. We love this model and feel it's easy to assemble and has great styling. This pool is a customer favorite and we get a lot of great feedback on this model.</p>
<p><strong><span style=""font-family: helvetica;"">Mediterranean Pool Assembly Specifications</span></strong></p>
<ul>
<li>Manufactured by Wilbar International - New York, USA</li>
<li>54"" high steel wall with Resin Shield coating for damage and corrosion resistance.</li>
<li>Strong 7"" wide injection molded resin top ledges and SynproTM resin ledge covers.</li>
<li>Solid resin frame rails, resin base plates and resin top plates.</li>
<li>Stainless Steel service panel wall for maximum corrosion resistance.</li>
<li>Durable 5"" upright posts and resin foot collars for style and strength.</li>
<li>Beautiful Pearl wall color goes with practically any decor.</li>
<li>60-Year Manufacturer's Saltwater warranty</li>
<li>Approximate space required for installation - 19'x31' Area</li>
<li>Approximate water capacity - 10,500 gallons</li>
</ul>
<p><strong><span style=""font-family: helvetica;""><span style=""font-family: helvetica;"">Mediterranean</span></span><span style=""font-family: helvetica;"">&nbsp;Deluxe Swimming Pool Package Includes:<br /></span></strong></p>
<ul>
<li>15'x30'x54"" Wilbar&nbsp;<span style=""font-family: helvetica;"">Mediterranean</span> Pool Assembly</li>
<li>15'x30'x54"" Swimline Liberty 25ga Unibead Pool Liner</li>
<li>Waterway 150 sq.ft. Cartridge Filter System</li>
<li>Waterway 1.5hp High Efficiency Pump - 120v</li>
<li>Widemouth Thru-Wall Skimmer And Return Fitting</li>
<li>Confer 7100X A-Frame Folding Locking Safety Ladder</li>
<li>Deluxe 8 Piece Pool Maintenance Kit</li>
<li>15,000 Gallon Start-Up Chemical Kit</li>
<li>15'x30' Winter Pool Cover</li>
<li>Free Residential Liftgate Delivery</li>
</ul>
<p><strong>Oval Pool Considerations</strong> - All oval pools use some sort of buttress or side support system to keep the straight sides up and straight. There are two basic buttress designs, traditional buttress and buttress free or yard saver. Mediterranean uses the buttress free side support system. Buttress free designs takes up the least amount of yard space enabling this type of oval pool to fit into smaller areas. This is achieved with braces or support beams that only stick out about one and a half feet per side. Buttress free ovals do not have the large angle braces traditional buttress pools use, making them much sleeker and streamline in appearance.p>
<p><strong>Pool Installation Resources</strong> - To help guide you through the pool building process, each pool comes with a paper installation manual as well as an&nbsp;installation DVD. The installation manuals and exploded parts diagrams for each pool model are available for viewing or downloading here on the website. In addition, we share our knowledge, experience and advice with all of our customers by offering unlimited technical assistance and support throughout your pool installation process. With nearly 30 years experience building and selling above ground pools we have the best answers to your questions. Simply call our tech support line for real human assistance.</p>
<p><strong>Swimming Pool Installation Tips</strong> - When installing a pool in your backyard, it's a good idea to add some sort of liner protection to prevent possible damage from sharp objects, critters and even vegetation. Products like Armor Shield are excellent in preventing sharp rocks, moles or insects from poking holes in your new liner. This incredibly strong geo-textile material is non-biodegradable and ensures years of swimming pool liner protection. Aside from it's ability to stop damage caused by critters, it's breathable material allows moisture and condensation to escape, preventing premature pool wall corrosion. Armor Shield also extends the factory warranty on your new pool liner. When installing a round pool on concrete of other hard surface, always use Armor Shield pool floor protection and always use the preformed pool base cove. Do not use sand or earth under the liner if installing your pool on hard surfaces like concrete, as rains will wash it away leaving the pool liner to make contact with the pool framework risking possible puncture.</p>
<p><strong>Shipping And Delivery Of Above Ground Pools</strong> - Once ordered, above ground pools typically leave our warehouse same or next business day. Because of their size and weight, above ground pools are delivered by freight carrier and not UPS. The freight carrier will deliver your pool to the given delivery address within 5 to 7 business days. Prior to delivery, the freight carrier will call you to scheduled an appointment for the delivery of your new pool. An adult must be at the delivery address at the time of drop off to receive and sign for the shipment.<br /><br /><strong>Building Code Requirements</strong> - It's good practice to check with your local building department for their requirements in regards to above ground pool installations. Permits, proper fencing, property easements, overhead and under ground utilities even septic systems may need to be addressed to ensure a safe legal location for your new pool. In addition, a call to the utility company is of great help, as they will mark out the underground utility lines ensuring cable or telephone lines are not cut during pool installation.</p>
<p><strong>Swimming Pool Safety</strong> - Your above ground pool has been designed to provide you with years of safe, family fun. This entails that water safety must always be taken into account. When used incorrectly, your above ground swimming pool can be dangerous; above ground pools are shallow, and this makes diving and jumping unsafe. To ensure your above ground pool is used safely you must observe the safety precautions that are provided to you when you purchase an above ground pool and conform to all local regulations.</p>

",,,,Cartridge Filter,,,0,,/m/e/mediterranean-pool-ltu-cart_1_3_1_1.jpg,"15'x30'x54"" Mediterranean Round Above Ground Pool Package",,Liberty 25ga.,,Unibead,,15'x30' Oval Wilbar Mediterranean above ground pool package. This 15x30 above ground swimming pool kit is designed for decades of backyard fun for the entire family. Kit included everything need to swim & maintain your new pool. Great DYI pool kit. ,"above ground pools, 15'x30' oval above ground pool, 15x30x54, wilbar above ground pools, oval above ground pool kit, dyi pool kit, complete pool package, swimming pools","15'x30'x54"" Mediterranean Oval Above Ground Pool Package",,,Use config,Use config,"15'x30'x54"" Mediterranean Oval Pool Package",,,,Block after Info Column,,,Mediterranean,15' x 30' Oval,"54"" Wall",4000.0000,0,"<div id=""what-included"">
<p><strong>What's Included:</strong></p>
<ul>
<li><strong>Complete 15'x30'x54"" Wilbar Mediterranean Pool Assembly</strong></li>
<li><strong>Liberty 25ga. Heavy Duty Unibead Pool Liner </strong></li>
<li><strong>Pump - Filter - Ladder - Chemicals - Cover - Maintenance Kit</strong></li>
<li><strong>Installation Manual - Installation Video - Live Support<br /></strong></li>
<li><strong>FREE SHIPPING</strong></li>
<li><span style=""color: #ff6600;""><strong>See Complete Package Details Below</strong></span></li>
</ul>
</div>",,,,/m/e/mediterranean-pool-ltu-cart_1_3_1_1.jpg,"15'x30'x54"" Mediterranean Round Above Ground Pool Package",,,,1,2,/m/e/mediterranean-pool-ltu-cart_1_3_1_1.jpg,"15'x30'x54"" Mediterranean Round Above Ground Pool Package",2015-10-17 11:59:04,15-x30-x54-mediterranean-oval-pool-package-lt-cart,15-x30-x54-mediterranean-oval-pool-package-lt-cart.html,4,60 Year,1.0000,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,0,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-spec-sheet-7_3_1_1.jpg,"15'x30'x54"" Mediterranean Pool Spec Sheet",7,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/b/r/bronze-equipment-pack_3_1_1.jpg,"15'x30'x54"" Mediterranean Pool Equipment Package",9,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-rail-7dd_4_1_1.jpg,"15'x30'x54"" Mediterranean Round  Pool Upright Post",2,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-top-ledge-7_2_3_1_1.jpg,"15'x30'x54"" Mediterranean Round  Pool Top Cap With Top Rail",4,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-pool-ltu-cart_1_3_1_1.jpg,"15'x30'x54"" Mediterranean Round Above Ground Pool Package",1,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-brochure-7_4_1_1.jpg,"15'x30'x54"" Mediterranean Pool Brochure",6,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-upright-post-7_4_2_1.jpg,"15'x30'x54"" Mediterranean Round  Pool Upright Post",5,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/l/i/liberty-pool-liner7d_3_1_2.jpg,"15'x30'x54"" Liberty Pool Liner",8,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/e/mediterranean-top-cap-ledge_1_3_1_2.jpg,"15'x30'x54"" Mediterranean Round  Pool Top Cap With Top Rail",3,0,,,,,,,,,,,,
